time,x,y,A0,A01,A02,A04,A06,A10,A9,A11,A12,A15,A16,A17,A19,A20,A24
1.60135650166458E+018,-5.06871770229594,-139.596516030265,40,0,0,75,48,0,0,0,0,0,0,0,0,0,0
1.60135650670458E+018,-3.94336208516675,-141.24366078126,46,0,0,83,49,0,0,0,0,0,0,0,0,0,0
1.60135651162458E+018,-2.86154060719817,-142.889124333785,49,0,0,79,40,0,0,0,0,0,0,0,0,0,0
1.60135651672458E+018,-1.87496611878147,-144.668954957317,44,0,0,73,40,0,0,0,0,0,0,0,0,0,0
1.60135652164458E+018,-0.948198623601418,-146.39099728126,44,0,0,72,40,0,0,0,0,0,0,0,0,0,0
1.60135652660459E+018,0.01768725174032,-148.109962628719,44,0,0,77,40,0,0,0,0,0,0,0,0,0,0
1.60135653160458E+018,0.904249272677795,-149.890202639475,48,0,0,72,40,0,0,0,0,0,0,0,0,0,0
1.60135653660458E+018,1.7583192235642,-151.693643095002,49,0,0,73,40,0,0,0,0,0,0,0,0,0,0
1.60135654164458E+018,2.53452789808762,-153.545263076662,49,0,0,73,40,0,0,0,0,0,0,0,0,0,0
1.6013565466646E+018,3.38893326169499,-155.366321186626,50,0,0,70,40,0,0,0,0,0,0,0,0,0,0
1.60135655160463E+018,4.14424453867852,-157.169448003166,49,0,0,71,40,0,0,0,0,0,0,0,0,0,0
1.60135655668459E+018,4.82620051327981,-159.083514024072,50,0,0,67,40,0,0,0,0,0,0,0,0,0,0
1.60135656178461E+018,5.49492530393081,-161.001699014553,54,0,0,69,40,0,0,0,0,0,0,0,0,0,0
1.60135656666458E+018,6.05591283189112,-162.861518652095,56,0,0,65,40,0,0,0,0,0,0,0,0,0,0
1.60135657162458E+018,6.58432863143586,-164.765901052235,58,0,0,66,40,0,0,0,0,0,0,0,0,0,0
1.60135657670458E+018,7.0820392603183,-166.716775057188,58,0,0,67,40,0,0,0,0,0,0,0,0,0,0
1.60135658162471E+018,7.52794681279065,-168.634966581144,58,0,0,74,40,0,0,0,0,0,0,0,0,0,0
1.60135658662458E+018,7.93307655530283,-170.582205207961,63,0,0,70,40,0,0,0,0,0,0,0,0,0,0
1.60135659174458E+018,8.49695052454855,-172.533159850322,0,0,0,80,40,0,0,0,0,0,0,0,0,0,0
1.60135659660458E+018,9.03220938510893,-174.385682116574,66,0,0,72,40,0,0,0,0,0,0,0,0,0,0
1.60135660172459E+018,9.3135106878904,-176.415570463852,56,0,0,70,40,0,0,0,0,0,0,0,0,0,0
1.60135660664458E+018,9.39246801740135,-178.368438629576,58,0,0,71,40,0,0,0,0,0,0,0,0,0,0
1.60135661168458E+018,9.61660629352656,-180.361848473964,65,0,0,59,44,0,0,0,0,0,0,0,0,0,0
1.60135661668459E+018,9.78956450400466,-182.342987442659,65,0,0,51,40,0,0,0,0,0,0,0,0,0,0
1.60135662172458E+018,9.83647652442724,-184.348288032309,77,0,0,49,42,0,0,0,0,0,0,0,0,0,0
1.60135662668458E+018,9.78467802870895,-186.315251985282,70,0,0,50,40,0,0,0,0,0,0,0,0,0,0
1.60135663156458E+018,9.76104091658398,-188.270993915948,71,0,0,54,40,0,0,0,0,0,0,0,0,0,0
1.60135663674455E+018,9.66882545936696,-190.321961916586,64,0,0,55,40,0,0,0,0,0,0,0,0,0,0
1.60135664170458E+018,9.59559517357736,-192.296000975571,72,0,0,54,43,0,0,0,0,0,0,0,0,0,0
1.60135664674458E+018,9.48473617042182,-194.301940129707,70,0,0,0,47,0,0,0,0,0,0,0,0,0,0
1.60135665174459E+018,9.25216762437992,-196.282499752799,67,0,0,56,42,0,0,0,0,0,0,0,0,0,0
1.60135665664459E+018,8.93420320077109,-198.206530613453,65,0,0,46,44,0,0,0,0,0,0,0,0,0,0
1.60135666158458E+018,8.67803753828332,-200.156817937391,74,0,0,45,45,0,0,0,0,0,0,0,0,0,0
1.60135666668458E+018,8.21595218518318,-202.143564039355,0,0,0,40,48,0,0,0,0,0,0,0,0,0,0
1.60135667164458E+018,7.99141655967334,-204.096525234957,76,0,0,40,48,0,0,0,0,0,0,0,0,0,0
1.60135667668458E+018,7.60492836988833,-206.055803001722,78,0,0,58,48,0,0,0,0,0,0,0,0,0,0
1.60135668164458E+018,6.9486625848602,-207.901344459938,64,0,0,40,44,0,0,0,0,0,0,0,0,0,0
1.60135668678458E+018,6.48278945955278,-209.888706904529,72,0,0,40,49,0,0,0,0,0,0,0,0,0,0
1.60135669160458E+018,5.98267326107763,-211.752240472748,74,0,0,40,52,0,0,0,0,0,0,0,0,0,0
1.60135669668461E+018,5.37859444617837,-213.670356837793,76,0,0,40,56,0,0,0,0,0,0,0,0,0,0
1.60135670160461E+018,4.69042225907378,-215.475174381862,73,0,0,40,54,0,0,0,0,0,0,0,0,0,0
1.60135670668459E+018,3.94335869370558,-217.364625724298,79,0,71,40,50,0,0,0,0,0,0,0,0,0,0
1.60135671168459E+018,3.24815583117171,-219.232186774686,79,0,0,40,50,0,0,0,0,0,0,0,0,0,0
1.60135671664458E+018,2.38950608512498,-221.012071610653,71,0,74,40,48,0,0,0,0,0,0,0,0,0,0
1.60135672176461E+018,1.60567493463723,-222.907550139544,74,0,73,40,49,0,0,0,0,0,0,0,0,0,0
1.60135672668458E+018,0.785613304306255,-224.678901965601,0,0,58,40,57,0,0,0,0,0,0,0,0,0,0
1.60135673170459E+018,0.077551006123652,-226.542075544224,73,0,57,40,56,0,0,0,0,0,0,0,0,0,0
1.60135673664459E+018,0.2120903910264,-228.477058968113,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0
1.60135674160458E+018,0.361423248924615,-230.454175788881,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0
1.60135674666458E+018,0.569141852816021,-233.355976420153,0,0,42,40,69,0,0,0,0,0,0,0,0,0,0
1.60135675170453E+018,-0.047502476427763,-238.867893375371,0,0,43,40,71,0,0,0,0,0,0,0,0,0,0
1.60135675662458E+018,-0.715587093939533,-243.884395214083,0,0,53,40,69,0,0,0,0,0,0,0,0,0,0
1.60135676170459E+018,-1.55160498349705,-248.209441213242,0,0,43,40,72,0,0,0,0,0,0,0,0,0,0
1.60135676670461E+018,-2.20910509066475,-250.307172430148,0,0,54,45,0,0,0,0,0,0,0,0,0,0,0
1.60135677158459E+018,-2.29937833106867,-250.254864289184,0,0,40,46,0,0,0,0,0,0,0,0,0,0,0
1.60135677666458E+018,-2.15343311626652,-250.647575970241,0,0,40,58,0,0,0,0,0,0,0,0,0,0,0
1.60135678170461E+018,-2.15343261668028,-250.647528121287,0,62,40,55,0,0,0,0,0,0,0,0,0,0,0
1.60135678678462E+018,-2.15343261668028,-250.647528121287,0,65,40,55,0,0,0,0,0,0,0,0,0,0,0
1.60135679180467E+018,-2.15342934716655,-250.647193176326,0,62,40,55,78,0,0,0,0,0,0,0,0,0,0
1.60135679666458E+018,-2.15342934716655,-250.647193176326,0,0,40,50,80,0,0,0,0,0,0,0,0,0,0
1.60135680174458E+018,-2.15342934716655,-250.647193176326,0,0,40,49,0,0,0,0,0,0,0,0,0,0,0
1.60135680662458E+018,-2.15342934716655,-250.647193176326,0,0,40,48,0,0,0,0,0,0,0,0,0,0,0
1.60135681170458E+018,-2.15342934716655,-250.647193176326,0,0,40,54,0,0,0,0,0,0,0,0,0,0,0
1.60135681670458E+018,-2.15342934716655,-250.647193176326,0,0,40,55,0,0,0,0,0,0,0,0,0,0,0
